Timestamp,Vibration_X,Vibration_Y,Vibration_Z,LM35_Temp_C,DHT_Temp_C,DHT_Humidity,RPM
2025-04-25 10:00:00,0.12496714153011232,-0.07073822452468359,9.78798710873172,31.655672215233327,30.664964345005124,45.28530649860976,1441
2025-04-25 10:00:02,0.11861735698828815,-0.06090583359529869,9.778492673658254,31.389762856734293,30.771096265856897,45.48409233026643,1462
2025-04-25 10:00:04,0.12647688538100693,-0.09398567573819142,9.761192607398403,31.336360223315538,30.641516015800008,44.83434580840834,1471
2025-04-25 10:00:06,0.13523029856408025,-0.0743703076330943,9.747061264445888,31.49932510851781,30.738407694072194,44.69388163274613,1517
2025-04-25 10:00:08,0.11765846625276663,-0.08650642569121827,9.773964466272272,31.465963075495015,30.421277066609242,44.4574247367211,1491
2025-04-25 10:00:10,0.11765863043050818,-0.08487125383764696,9.767869707708435,31.409354390134546,30.842658741474587,44.58729473501052,1453
2025-04-25 10:00:12,0.1357921281550739,-0.0859239392423887,9.777903864400555,31.63927748949134,30.800241095072444,46.474547212654365,1489
2025-04-25 10:00:14,0.12767434729152907,-0.08863990769679816,9.77270343603364,31.691061041714104,30.636582273786363,45.62233979036839,1449
2025-04-25 10:00:16,0.11530525614065047,-0.07951478372055173,9.780991054306387,31.51768137725837,30.93184913368648,44.32446281689599,1501
2025-04-25 10:00:18,0.12542560043585965,-0.08830950116411038,9.749295295768789,31.795506016211053,30.98751402752531,44.33877102162821,1470
2025-04-25 10:00:20,0.11536582307187537,-0.07729543174220162,9.786347881312686,31.271662177173297,30.478488027126208,45.240933030859246,1478
2025-04-25 10:00:22,0.11534270246429743,-0.08050238109449137,9.763951992093848,31.461268108144058,30.647455044286758,45.27363239868898,1506
2025-04-25 10:00:24,0.12241962271566034,-0.0823894804686641,9.801505217452505,31.356635535879438,30.64617153004254,45.274441917658685,1454
2025-04-25 10:00:26,0.10086719755342202,-0.08907563662041598,9.746216243638209,31.12669267658539,30.61201937977823,44.872522103223154,1452
2025-04-25 10:00:28,0.10275082167486967,-0.08576771330568334,9.794719276063304,31.48346386283146,30.96589496838635,44.93727286999855,1468
2025-04-25 10:00:30,0.11437712470759027,-0.07244608774174244,9.763958215669252,31.475650498323343,30.76123477224544,45.16393976207968,1500
2025-04-25 10:00:32,0.10987168879665576,-0.0749908281237562,9.746971639927711,31.802689948648425,30.74709703173788,45.042946503146666,1449
2025-04-25 10:00:34,0.12314247332595274,-0.08977555244798552,9.750322283318914,31.626162336910955,30.39922752711865,43.89034981362623,1423
2025-04-25 10:00:36,0.11091975924478789,-0.07900667694570775,9.753593053836113,31.295162635134158,30.927083606041847,44.8851001847124,1470
2025-04-25 10:00:38,0.10587696298664707,-0.0724861287662821,9.768483318928038,31.870818513266837,30.552148321029307,44.574296782869844,1491
